CALENDAR_CD,OFF_DATE
NAAAA,2019-12-29
NAAAA,2020-01-01
NAAAA,2020-01-04
NAAAA,2020-01-05
NAAAA,2020-01-11
NAAAA,2020-01-12
NAAAA,2020-01-18
NAAAA,2020-01-19
NAAAA,2020-01-24
NAAAA,2020-01-25
NAAAA,2020-01-26
NAAAA,2020-01-27
NAAAA,2020-01-28
NAAAA,2020-01-29
NAAAA,2020-01-30
NAAAA,2020-02-01
NAAAA,2020-02-02
NAAAA,2020-02-08
NAAAA,2020-02-09
NAAAA,2020-02-15
NAAAA,2020-02-16
NAAAA,2020-02-22
NAAAA,2020-02-23
NAAAA,2020-02-29
NAAAA,2020-03-01
NAAAA,2020-03-07
NAAAA,2020-03-08
NAAAA,2020-03-14
NAAAA,2020-03-15
NAAAA,2020-03-21
NAAAA,2020-03-22
NAAAA,2020-03-28
NAAAA,2020-03-29
NAAAA,2020-04-04
NAAAA,2020-04-05
NAAAA,2020-04-11
NAAAA,2020-04-12
NAAAA,2020-04-18
NAAAA,2020-04-19
NAAAA,2020-04-25
NAAAA,2020-04-26
NAAAA,2020-05-01
NAAAA,2020-05-02
NAAAA,2020-05-03
NAAAA,2020-05-09
NAAAA,2020-05-10
NAAAA,2020-05-16
NAAAA,2020-05-17
NAAAA,2020-05-23
NAAAA,2020-05-24
NAAAA,2020-05-30
NAAAA,2020-05-31
NAAAA,2020-06-06
NAAAA,2020-06-07
NAAAA,2020-06-13
NAAAA,2020-06-14
NAAAA,2020-06-20
NAAAA,2020-06-21
NAAAA,2020-06-25
NAAAA,2020-06-27
NAAAA,2020-06-28
NAAAA,2020-07-01
NAAAA,2020-07-04
NAAAA,2020-07-05
NAAAA,2020-07-11
NAAAA,2020-07-12
NAAAA,2020-07-18
NAAAA,2020-07-19
NAAAA,2020-07-25
NAAAA,2020-07-26
NAAAA,2020-08-01
NAAAA,2020-08-02
NAAAA,2020-08-08
NAAAA,2020-08-09
NAAAA,2020-08-15
NAAAA,2020-08-16
NAAAA,2020-08-22
NAAAA,2020-08-23
NAAAA,2020-08-29
NAAAA,2020-08-30
NAAAA,2020-09-05
NAAAA,2020-09-06
NAAAA,2020-09-12
NAAAA,2020-09-13
NAAAA,2020-09-19
NAAAA,2020-09-20
NAAAA,2020-09-26
NAAAA,2020-09-27
NAAAA,2020-10-01
NAAAA,2020-10-02
NAAAA,2020-10-03
NAAAA,2020-10-04
NAAAA,2020-10-05
NAAAA,2020-10-06
NAAAA,2020-10-07
NAAAA,2020-10-10
NAAAA,2020-10-11
NAAAA,2020-10-17
NAAAA,2020-10-18
NAAAA,2020-10-24
NAAAA,2020-10-25
NAAAA,2020-11-01
NAAAA,2020-11-07
NAAAA,2020-11-08
NAAAA,2020-11-14
NAAAA,2020-11-15
NAAAA,2020-11-21
NAAAA,2020-11-22
NAAAA,2020-11-28
NAAAA,2020-11-29
NAAAA,2020-12-05
NAAAA,2020-12-06
NAAAA,2020-12-12
NAAAA,2020-12-13
NAAAA,2020-12-19
NAAAA,2020-12-20
NAAAA,2020-12-26
NAAAA,2020-12-27
QAAAA,2017-01-01
QAAAA,2017-01-08
QAAAA,2017-01-15
QAAAA,2017-01-22
QAAAA,2017-01-29
QAAAA,2017-02-05
QAAAA,2017-02-06
QAAAA,2017-02-12
QAAAA,2017-02-19
QAAAA,2017-02-26
QAAAA,2017-03-05
QAAAA,2017-03-12
QAAAA,2017-03-19
QAAAA,2017-03-20
QAAAA,2017-03-26
QAAAA,2017-04-01
QAAAA,2017-04-02
QAAAA,2017-04-09
QAAAA,2017-04-14
QAAAA,2017-04-16
QAAAA,2017-04-23
QAAAA,2017-04-30
QAAAA,2017-05-01
QAAAA,2017-05-07
QAAAA,2017-05-14
QAAAA,2017-05-21
QAAAA,2017-05-28
QAAAA,2017-06-04
QAAAA,2017-06-11
QAAAA,2017-06-18
QAAAA,2017-06-25
QAAAA,2017-07-02
QAAAA,2017-07-09
QAAAA,2017-07-16
QAAAA,2017-07-23
QAAAA,2017-07-30
QAAAA,2017-08-06
QAAAA,2017-08-13
QAAAA,2017-08-20
QAAAA,2017-08-27
QAAAA,2017-09-03
QAAAA,2017-09-10
QAAAA,2017-09-16
QAAAA,2017-09-17
QAAAA,2017-09-24
QAAAA,2017-10-01
QAAAA,2017-10-08
QAAAA,2017-10-15
QAAAA,2017-10-22
QAAAA,2017-10-29
QAAAA,2017-11-05
QAAAA,2017-11-12
QAAAA,2017-11-19
QAAAA,2017-11-20
QAAAA,2017-11-26
QAAAA,2017-12-03
QAAAA,2017-12-10
QAAAA,2017-12-11
QAAAA,2017-12-12
QAAAA,2017-12-17
QAAAA,2017-12-24
QAAAA,2017-12-25
QAAAA,2017-12-29
QAAAA,2017-12-30
QAAAA,2017-12-31
QAAAA,2018-01-01
QAAAA,2018-01-06
QAAAA,2018-01-07
QAAAA,2018-01-13
QAAAA,2018-01-14
QAAAA,2018-01-20
QAAAA,2018-01-21
QAAAA,2018-01-27
QAAAA,2018-01-28
QAAAA,2018-02-03
QAAAA,2018-02-04
QAAAA,2018-02-10
QAAAA,2018-02-11
QAAAA,2018-02-17
QAAAA,2018-02-18
QAAAA,2018-02-24
QAAAA,2018-02-25
QAAAA,2018-03-03
QAAAA,2018-03-04
QAAAA,2018-03-10
QAAAA,2018-03-11
QAAAA,2018-03-17
QAAAA,2018-03-18
QAAAA,2018-03-19
QAAAA,2018-03-25
QAAAA,2018-03-30
QAAAA,2018-03-31
QAAAA,2018-04-01
QAAAA,2018-04-08
QAAAA,2018-04-15
QAAAA,2018-04-22
QAAAA,2018-04-29
QAAAA,2018-05-01
QAAAA,2018-05-06
QAAAA,2018-05-13
QAAAA,2018-05-20
QAAAA,2018-05-27
QAAAA,2018-06-03
QAAAA,2018-06-10
QAAAA,2018-06-17
QAAAA,2018-06-24
QAAAA,2018-07-01
QAAAA,2018-07-08
QAAAA,2018-07-15
QAAAA,2018-07-22
QAAAA,2018-07-29
QAAAA,2018-08-05
QAAAA,2018-08-12
QAAAA,2018-08-19
QAAAA,2018-08-26
QAAAA,2018-09-02
QAAAA,2018-09-09
QAAAA,2018-09-16
QAAAA,2018-09-23
QAAAA,2018-09-30
QAAAA,2018-10-07
QAAAA,2018-10-14
QAAAA,2018-10-21
QAAAA,2018-10-28
QAAAA,2018-11-04
QAAAA,2018-11-11
QAAAA,2018-11-18
QAAAA,2018-11-19
QAAAA,2018-11-25
QAAAA,2018-12-01
QAAAA,2018-12-02
QAAAA,2018-12-09
QAAAA,2018-12-16
QAAAA,2018-12-23
QAAAA,2018-12-24
QAAAA,2018-12-25
QAAAA,2018-12-30
QAAAA,2018-12-31
QAAAA,2019-01-01
QAAAA,2019-01-06
QAAAA,2019-01-13
QAAAA,2019-01-20
QAAAA,2019-01-27
QAAAA,2019-02-03
QAAAA,2019-02-04
QAAAA,2019-02-10
QAAAA,2019-02-17
QAAAA,2019-02-24
QAAAA,2019-03-03
QAAAA,2019-03-10
QAAAA,2019-03-17
QAAAA,2019-03-18
QAAAA,2019-03-24
QAAAA,2019-03-31
QAAAA,2019-04-07
QAAAA,2019-04-14
QAAAA,2019-04-18
QAAAA,2019-04-19
QAAAA,2019-04-20
QAAAA,2019-04-21
QAAAA,2019-04-28
QAAAA,2019-05-01
QAAAA,2019-05-05
QAAAA,2019-05-12
QAAAA,2019-05-19
QAAAA,2019-05-26
QAAAA,2019-06-02
QAAAA,2019-06-09
QAAAA,2019-06-16
QAAAA,2019-06-23
QAAAA,2019-06-30
QAAAA,2019-07-07
QAAAA,2019-07-14
QAAAA,2019-07-21
QAAAA,2019-07-28
QAAAA,2019-08-04
QAAAA,2019-08-11
QAAAA,2019-08-18
QAAAA,2019-08-25
QAAAA,2019-09-01
QAAAA,2019-09-08
QAAAA,2019-09-15
QAAAA,2019-09-16
QAAAA,2019-09-22
QAAAA,2019-09-29
QAAAA,2019-10-06
QAAAA,2019-10-13
QAAAA,2019-10-20
QAAAA,2019-10-27
QAAAA,2019-11-03
QAAAA,2019-11-10
QAAAA,2019-11-17
QAAAA,2019-11-18
QAAAA,2019-11-24
QAAAA,2019-12-01
QAAAA,2019-12-08
QAAAA,2019-12-15
QAAAA,2019-12-22
QAAAA,2019-12-24
QAAAA,2019-12-25
QAAAA,2019-12-29
QAAAA,2019-12-31
QAAAA,2020-01-01
QAAAA,2020-01-05
QAAAA,2020-01-12
QAAAA,2020-01-19
QAAAA,2020-01-26
QAAAA,2020-02-02
QAAAA,2020-02-03
QAAAA,2020-02-09
QAAAA,2020-02-16
QAAAA,2020-02-23
QAAAA,2020-03-01
QAAAA,2020-03-08
QAAAA,2020-03-15
QAAAA,2020-03-16
QAAAA,2020-03-22
QAAAA,2020-03-29
QAAAA,2020-04-02
QAAAA,2020-04-03
QAAAA,2020-04-04
QAAAA,2020-04-05
QAAAA,2020-04-12
QAAAA,2020-04-19
QAAAA,2020-04-26
QAAAA,2020-05-01
QAAAA,2020-05-03
QAAAA,2020-05-10
QAAAA,2020-05-17
QAAAA,2020-05-24
QAAAA,2020-05-31
QAAAA,2020-06-07
QAAAA,2020-06-14
QAAAA,2020-06-21
QAAAA,2020-06-28
QAAAA,2020-07-05
QAAAA,2020-07-12
QAAAA,2020-07-19
QAAAA,2020-07-26
QAAAA,2020-08-02
QAAAA,2020-08-09
QAAAA,2020-08-16
QAAAA,2020-08-23
QAAAA,2020-08-30
QAAAA,2020-09-06
QAAAA,2020-09-13
QAAAA,2020-09-16
QAAAA,2020-09-20
QAAAA,2020-09-27
QAAAA,2020-10-04
QAAAA,2020-10-11
QAAAA,2020-10-18
QAAAA,2020-10-25
QAAAA,2020-11-01
QAAAA,2020-11-08
QAAAA,2020-11-15
QAAAA,2020-11-16
QAAAA,2020-11-22
QAAAA,2020-11-29
QAAAA,2020-12-06
QAAAA,2020-12-12
QAAAA,2020-12-13
QAAAA,2020-12-20
QAAAA,2020-12-24
QAAAA,2020-12-25
QAAAA,2020-12-27
QAAAA,2020-12-31
SAAAA,2014-03-01
SAAAA,2014-03-02
SAAAA,2014-03-08
SAAAA,2014-03-09
SAAAA,2014-03-15
SAAAA,2014-03-16
SAAAA,2014-03-22
SAAAA,2014-03-23
SAAAA,2014-03-29
SAAAA,2014-03-30
SAAAA,2014-04-05
SAAAA,2014-04-06
SAAAA,2014-04-12
SAAAA,2014-04-13
SAAAA,2014-04-18
SAAAA,2014-04-19
SAAAA,2014-04-20
SAAAA,2014-04-26
SAAAA,2014-04-27
SAAAA,2014-05-01
SAAAA,2014-05-03
SAAAA,2014-05-04
SAAAA,2014-05-10
SAAAA,2014-05-11
SAAAA,2014-05-13
SAAAA,2014-05-17
SAAAA,2014-05-18
SAAAA,2014-05-24
SAAAA,2014-05-25
SAAAA,2014-05-31
SAAAA,2014-06-01
SAAAA,2014-06-07
SAAAA,2014-06-08
SAAAA,2014-06-14
SAAAA,2014-06-15
SAAAA,2014-06-21
SAAAA,2014-06-22
SAAAA,2014-06-28
SAAAA,2014-06-29
SAAAA,2014-07-05
SAAAA,2014-07-06
SAAAA,2014-07-12
SAAAA,2014-07-13
SAAAA,2014-07-19
SAAAA,2014-07-20
SAAAA,2014-07-26
SAAAA,2014-07-27
SAAAA,2014-07-28
SAAAA,2014-08-02
SAAAA,2014-08-03
SAAAA,2014-08-09
SAAAA,2014-08-10
SAAAA,2014-08-16
SAAAA,2014-08-17
SAAAA,2014-08-23
SAAAA,2014-08-24
SAAAA,2014-08-30
SAAAA,2014-08-31
SAAAA,2014-09-06
SAAAA,2014-09-07
SAAAA,2014-09-13
SAAAA,2014-09-14
SAAAA,2014-09-20
SAAAA,2014-09-21
SAAAA,2014-09-27
SAAAA,2014-09-28
SAAAA,2014-10-04
SAAAA,2014-10-05
SAAAA,2014-10-06
SAAAA,2014-10-11
SAAAA,2014-10-12
SAAAA,2014-10-18
SAAAA,2014-10-19
SAAAA,2014-10-22
SAAAA,2014-10-25
SAAAA,2014-10-26
SAAAA,2014-11-01
SAAAA,2014-11-02
SAAAA,2014-11-08
SAAAA,2014-11-09
SAAAA,2014-11-15
SAAAA,2014-11-16
SAAAA,2014-11-22
SAAAA,2014-11-23
SAAAA,2014-11-29
SAAAA,2014-11-30
SAAAA,2014-12-06
SAAAA,2014-12-07
SAAAA,2014-12-13
SAAAA,2014-12-14
SAAAA,2014-12-20
SAAAA,2014-12-21
SAAAA,2014-12-25
SAAAA,2014-12-27
SAAAA,2014-12-28
SAAAA,2015-01-01
SAAAA,2015-01-03
SAAAA,2015-01-04
SAAAA,2015-01-10
SAAAA,2015-01-11
SAAAA,2015-01-17
SAAAA,2015-01-18
SAAAA,2015-01-24
SAAAA,2015-01-25
SAAAA,2015-01-31
SAAAA,2015-02-01
SAAAA,2015-02-07
SAAAA,2015-02-08
SAAAA,2015-02-14
SAAAA,2015-02-15
SAAAA,2015-02-19
SAAAA,2015-02-20
SAAAA,2015-02-21
SAAAA,2015-02-22
SAAAA,2015-02-28
SAAAA,2015-03-01
SAAAA,2015-03-07
SAAAA,2015-03-08
SAAAA,2015-03-14
SAAAA,2015-03-15
SAAAA,2015-03-21
SAAAA,2015-03-22
SAAAA,2015-03-28
SAAAA,2015-03-29
SAAAA,2015-04-03
SAAAA,2015-04-04
SAAAA,2015-04-05
SAAAA,2015-04-11
SAAAA,2015-04-12
SAAAA,2015-04-18
SAAAA,2015-04-19
SAAAA,2015-04-25
SAAAA,2015-04-26
SAAAA,2015-05-01
SAAAA,2015-05-02
SAAAA,2015-05-03
SAAAA,2015-05-09
SAAAA,2015-05-10
SAAAA,2015-05-16
SAAAA,2015-05-17
SAAAA,2015-05-23
SAAAA,2015-05-24
SAAAA,2015-05-30
SAAAA,2015-05-31
SAAAA,2015-06-01
SAAAA,2015-06-06
SAAAA,2015-06-07
SAAAA,2015-06-13
SAAAA,2015-06-14
SAAAA,2015-06-20
SAAAA,2015-06-21
SAAAA,2015-06-27
SAAAA,2015-06-28
SAAAA,2015-07-04
SAAAA,2015-07-05
SAAAA,2015-07-11
SAAAA,2015-07-12
SAAAA,2015-07-17
SAAAA,2015-07-18
SAAAA,2015-07-19
SAAAA,2015-07-25
SAAAA,2015-07-26
SAAAA,2015-08-01
SAAAA,2015-08-02
SAAAA,2015-08-07
SAAAA,2015-08-08
SAAAA,2015-08-09
SAAAA,2015-08-10
SAAAA,2015-08-15
SAAAA,2015-08-16
SAAAA,2015-08-22
SAAAA,2015-08-23
SAAAA,2015-08-29
SAAAA,2015-08-30
SAAAA,2015-09-05
SAAAA,2015-09-06
SAAAA,2015-09-12
SAAAA,2015-09-13
SAAAA,2015-09-19
SAAAA,2015-09-20
SAAAA,2015-09-24
SAAAA,2015-09-26
SAAAA,2015-09-27
SAAAA,2015-10-03
SAAAA,2015-10-04
SAAAA,2015-10-10
SAAAA,2015-10-11
SAAAA,2015-10-17
SAAAA,2015-10-18
SAAAA,2015-10-24
SAAAA,2015-10-25
SAAAA,2015-10-31
SAAAA,2015-11-01
SAAAA,2015-11-08
SAAAA,2015-11-15
SAAAA,2015-11-22
SAAAA,2015-11-29
SAAAA,2015-12-06
SAAAA,2015-12-13
SAAAA,2015-12-20
SAAAA,2015-12-25
SAAAA,2015-12-27
SAAAA,2016-01-01
SAAAA,2016-01-03
SAAAA,2016-01-10
SAAAA,2016-01-17
SAAAA,2016-01-24
SAAAA,2016-01-31
SAAAA,2016-02-06
SAAAA,2016-02-07
SAAAA,2016-02-08
SAAAA,2016-02-09
SAAAA,2016-02-14
SAAAA,2016-02-21
SAAAA,2016-02-28
SAAAA,2016-03-06
SAAAA,2016-03-13
SAAAA,2016-03-20
SAAAA,2016-03-27
SAAAA,2016-04-03
SAAAA,2016-04-10
SAAAA,2016-04-17
SAAAA,2016-04-24
SAAAA,2016-05-01
SAAAA,2016-05-08
SAAAA,2016-05-15
SAAAA,2016-05-22
SAAAA,2016-05-29
SAAAA,2016-06-05
SAAAA,2016-06-12
SAAAA,2016-06-19
SAAAA,2016-06-26
SAAAA,2016-07-03
SAAAA,2016-07-10
SAAAA,2016-07-17
SAAAA,2016-07-24
SAAAA,2016-07-31
SAAAA,2016-08-07
SAAAA,2016-08-14
SAAAA,2016-08-21
SAAAA,2016-08-28
SAAAA,2016-09-04
SAAAA,2016-09-11
SAAAA,2016-09-18
SAAAA,2016-09-25
SAAAA,2016-10-02
SAAAA,2016-10-09
SAAAA,2016-10-16
SAAAA,2016-10-23
SAAAA,2016-10-30
SAAAA,2016-11-06
SAAAA,2016-11-13
SAAAA,2016-11-20
SAAAA,2016-11-27
SAAAA,2016-12-04
SAAAA,2016-12-11
SAAAA,2016-12-18
SAAAA,2016-12-24
SAAAA,2016-12-25
SAAAA,2016-12-26
SAAAA,2016-12-31
SAAAA,2017-01-01
SAAAA,2017-01-02
SAAAA,2017-01-08
SAAAA,2017-01-15
SAAAA,2017-01-22
SAAAA,2017-01-28
SAAAA,2017-01-29
SAAAA,2017-01-30
SAAAA,2017-02-05
SAAAA,2017-02-12
SAAAA,2017-02-19
SAAAA,2017-02-26
SAAAA,2017-03-05
SAAAA,2017-03-12
SAAAA,2017-03-19
SAAAA,2017-03-26
SAAAA,2017-04-02
SAAAA,2017-04-09
SAAAA,2017-04-16
SAAAA,2017-04-23
SAAAA,2017-04-30
SAAAA,2017-05-07
SAAAA,2017-05-14
SAAAA,2017-05-21
SAAAA,2017-05-28
SAAAA,2017-06-04
SAAAA,2017-06-11
SAAAA,2017-06-18
SAAAA,2017-06-25
SAAAA,2017-07-02
SAAAA,2017-07-09
SAAAA,2017-07-16
SAAAA,2017-07-23
SAAAA,2017-07-30
SAAAA,2017-08-06
SAAAA,2017-08-13
SAAAA,2017-08-20
SAAAA,2017-08-27
SAAAA,2017-09-03
SAAAA,2017-09-10
SAAAA,2017-09-17
SAAAA,2017-09-24
SAAAA,2017-10-01
SAAAA,2017-10-08
SAAAA,2017-10-15
SAAAA,2017-10-22
SAAAA,2017-10-29
SAAAA,2017-11-05
SAAAA,2017-11-12
SAAAA,2017-11-19
SAAAA,2017-11-26
SAAAA,2017-12-03
SAAAA,2017-12-10
SAAAA,2017-12-17
SAAAA,2017-12-24
SAAAA,2017-12-25
SAAAA,2017-12-31
SAAAA,2018-01-01
SAAAA,2018-01-07
SAAAA,2018-01-14
SAAAA,2018-01-21
SAAAA,2018-01-28
SAAAA,2018-02-04
SAAAA,2018-02-11
SAAAA,2018-02-16
SAAAA,2018-02-17
SAAAA,2018-02-18
SAAAA,2018-02-25
SAAAA,2018-03-04
SAAAA,2018-03-11
SAAAA,2018-03-18
SAAAA,2018-03-25
SAAAA,2018-04-01
SAAAA,2018-04-08
SAAAA,2018-04-15
SAAAA,2018-04-22
SAAAA,2018-04-29
SAAAA,2018-05-06
SAAAA,2018-05-13
SAAAA,2018-05-20
SAAAA,2018-05-27
SAAAA,2018-06-03
SAAAA,2018-06-10
SAAAA,2018-06-17
SAAAA,2018-06-24
SAAAA,2018-07-01
SAAAA,2018-07-08
SAAAA,2018-07-15
SAAAA,2018-07-22
SAAAA,2018-07-29
SAAAA,2018-08-05
SAAAA,2018-08-12
SAAAA,2018-08-19
SAAAA,2018-08-26
SAAAA,2018-09-02
SAAAA,2018-09-09
SAAAA,2018-09-16
SAAAA,2018-09-23
SAAAA,2018-09-30
SAAAA,2018-10-07
SAAAA,2018-10-14
SAAAA,2018-10-21
SAAAA,2018-10-28
SAAAA,2018-11-04
SAAAA,2018-11-11
SAAAA,2018-11-18
SAAAA,2018-11-25
SAAAA,2018-12-02
SAAAA,2018-12-09
SAAAA,2018-12-16
SAAAA,2018-12-23
SAAAA,2018-12-25
SAAAA,2018-12-30
SAAAA,2019-01-01
SAAAA,2019-01-06
SAAAA,2019-01-13
SAAAA,2019-01-20
SAAAA,2019-01-27
SAAAA,2019-02-03
SAAAA,2019-02-05
SAAAA,2019-02-06
SAAAA,2019-02-10
SAAAA,2019-02-17
SAAAA,2019-02-24
SAAAA,2019-03-03
SAAAA,2019-03-10
SAAAA,2019-03-17
SAAAA,2019-03-24
SAAAA,2019-03-31
SAAAA,2019-04-07
SAAAA,2019-04-14
SAAAA,2019-04-19
SAAAA,2019-04-21
SAAAA,2019-04-28
SAAAA,2019-05-01
SAAAA,2019-05-05
SAAAA,2019-05-12
SAAAA,2019-05-19
SAAAA,2019-05-26
SAAAA,2019-06-02
SAAAA,2019-06-09
SAAAA,2019-06-16
SAAAA,2019-06-23
SAAAA,2019-06-30
SAAAA,2019-07-07
SAAAA,2019-07-14
SAAAA,2019-07-21
SAAAA,2019-07-28
SAAAA,2019-08-04
SAAAA,2019-08-11
SAAAA,2019-08-18
SAAAA,2019-08-25
SAAAA,2019-09-01
SAAAA,2019-09-08
SAAAA,2019-09-15
SAAAA,2019-09-22
SAAAA,2019-09-29
SAAAA,2019-10-06
SAAAA,2019-10-13
SAAAA,2019-10-20
SAAAA,2019-10-27
SAAAA,2019-11-03
SAAAA,2019-11-10
SAAAA,2019-11-17
SAAAA,2019-11-24
SAAAA,2019-12-01
SAAAA,2019-12-08
SAAAA,2019-12-15
SAAAA,2019-12-22
SAAAA,2019-12-25
SAAAA,2019-12-29
SAAAA,2020-01-01
SAAAA,2020-01-05
SAAAA,2020-01-12
SAAAA,2020-01-19
SAAAA,2020-01-25
SAAAA,2020-01-26
SAAAA,2020-01-27
SAAAA,2020-02-02
SAAAA,2020-02-09
SAAAA,2020-02-16
SAAAA,2020-02-23
SAAAA,2020-03-01
SAAAA,2020-03-08
SAAAA,2020-03-15
SAAAA,2020-03-22
SAAAA,2020-03-29
SAAAA,2020-04-05
SAAAA,2020-04-10
SAAAA,2020-04-12
SAAAA,2020-04-19
SAAAA,2020-04-26
SAAAA,2020-05-03
SAAAA,2020-05-10
SAAAA,2020-05-17
SAAAA,2020-05-24
SAAAA,2020-05-31
SAAAA,2020-06-07
SAAAA,2020-06-14
SAAAA,2020-06-21
SAAAA,2020-06-28
SAAAA,2020-07-05
SAAAA,2020-07-12
SAAAA,2020-07-19
SAAAA,2020-07-26
SAAAA,2020-08-02
SAAAA,2020-08-09
SAAAA,2020-08-16
SAAAA,2020-08-23
SAAAA,2020-08-30
SAAAA,2020-09-06
SAAAA,2020-09-13
SAAAA,2020-09-20
SAAAA,2020-09-27
SAAAA,2020-10-04
SAAAA,2020-10-11
SAAAA,2020-10-18
SAAAA,2020-10-25
SAAAA,2020-11-01
SAAAA,2020-11-08
SAAAA,2020-11-15
SAAAA,2020-11-22
SAAAA,2020-11-29
SAAAA,2020-12-06
SAAAA,2020-12-13
SAAAA,2020-12-20
SAAAA,2020-12-25
SAAAA,2020-12-27
TAAAA,2014-03-01
TAAAA,2014-03-02
TAAAA,2014-03-08
TAAAA,2014-03-09
TAAAA,2014-03-15
TAAAA,2014-03-16
TAAAA,2014-03-22
TAAAA,2014-03-23
TAAAA,2014-03-29
TAAAA,2014-03-30
TAAAA,2014-04-04
TAAAA,2014-04-05
TAAAA,2014-04-06
TAAAA,2014-04-12
TAAAA,2014-04-13
TAAAA,2014-04-19
TAAAA,2014-04-20
TAAAA,2014-04-26
TAAAA,2014-04-27
TAAAA,2014-05-01
TAAAA,2014-05-03
TAAAA,2014-05-04
TAAAA,2014-05-10
TAAAA,2014-05-11
TAAAA,2014-05-17
TAAAA,2014-05-18
TAAAA,2014-05-24
TAAAA,2014-05-25
TAAAA,2014-05-31
TAAAA,2014-06-01
TAAAA,2014-06-02
TAAAA,2014-06-07
TAAAA,2014-06-08
TAAAA,2014-06-14
TAAAA,2014-06-15
TAAAA,2014-06-21
TAAAA,2014-06-22
TAAAA,2014-06-28
TAAAA,2014-06-29
TAAAA,2014-07-05
TAAAA,2014-07-06
TAAAA,2014-07-12
TAAAA,2014-07-13
TAAAA,2014-07-19
TAAAA,2014-07-20
TAAAA,2014-07-26
TAAAA,2014-07-27
TAAAA,2014-08-02
TAAAA,2014-08-03
TAAAA,2014-08-09
TAAAA,2014-08-10
TAAAA,2014-08-16
TAAAA,2014-08-17
TAAAA,2014-08-23
TAAAA,2014-08-24
TAAAA,2014-08-30
TAAAA,2014-08-31
TAAAA,2014-09-06
TAAAA,2014-09-07
TAAAA,2014-09-08
TAAAA,2014-09-13
TAAAA,2014-09-14
TAAAA,2014-09-20
TAAAA,2014-09-21
TAAAA,2014-09-27
TAAAA,2014-09-28
TAAAA,2014-10-04
TAAAA,2014-10-05
TAAAA,2014-10-10
TAAAA,2014-10-11
TAAAA,2014-10-12
TAAAA,2014-10-18
TAAAA,2014-10-19
TAAAA,2014-10-25
TAAAA,2014-10-26
TAAAA,2014-11-01
TAAAA,2014-11-02
TAAAA,2014-11-08
TAAAA,2014-11-09
TAAAA,2014-11-15
TAAAA,2014-11-16
TAAAA,2014-11-22
TAAAA,2014-11-23
TAAAA,2014-11-29
TAAAA,2014-11-30
TAAAA,2014-12-06
TAAAA,2014-12-07
TAAAA,2014-12-13
TAAAA,2014-12-14
TAAAA,2014-12-20
TAAAA,2014-12-21
TAAAA,2014-12-27
TAAAA,2014-12-28
TAAAA,2015-01-01
TAAAA,2015-01-02
TAAAA,2015-01-03
TAAAA,2015-01-04
TAAAA,2015-01-10
TAAAA,2015-01-11
TAAAA,2015-01-17
TAAAA,2015-01-18
TAAAA,2015-01-24
TAAAA,2015-01-25
TAAAA,2015-01-31
TAAAA,2015-02-01
TAAAA,2015-02-07
TAAAA,2015-02-08
TAAAA,2015-02-14
TAAAA,2015-02-15
TAAAA,2015-02-17
TAAAA,2015-02-18
TAAAA,2015-02-19
TAAAA,2015-02-20
TAAAA,2015-02-21
TAAAA,2015-02-22
TAAAA,2015-02-23
TAAAA,2015-02-27
TAAAA,2015-02-28
TAAAA,2015-03-01
TAAAA,2015-03-07
TAAAA,2015-03-08
TAAAA,2015-03-14
TAAAA,2015-03-15
TAAAA,2015-03-21
TAAAA,2015-03-22
TAAAA,2015-03-28
TAAAA,2015-03-29
TAAAA,2015-04-03
TAAAA,2015-04-04
TAAAA,2015-04-05
TAAAA,2015-04-06
TAAAA,2015-04-11
TAAAA,2015-04-12
TAAAA,2015-04-18
TAAAA,2015-04-19
TAAAA,2015-04-25
TAAAA,2015-04-26
TAAAA,2015-05-01
TAAAA,2015-05-02
TAAAA,2015-05-03
TAAAA,2015-05-09
TAAAA,2015-05-10
TAAAA,2015-05-16
TAAAA,2015-05-17
TAAAA,2015-05-23
TAAAA,2015-05-24
TAAAA,2015-05-30
TAAAA,2015-05-31
TAAAA,2015-06-06
TAAAA,2015-06-07
TAAAA,2015-06-13
TAAAA,2015-06-14
TAAAA,2015-06-19
TAAAA,2015-06-20
TAAAA,2015-06-21
TAAAA,2015-06-27
TAAAA,2015-06-28
TAAAA,2015-07-04
TAAAA,2015-07-05
TAAAA,2015-07-10
TAAAA,2015-07-11
TAAAA,2015-07-12
TAAAA,2015-07-18
TAAAA,2015-07-19
TAAAA,2015-07-25
TAAAA,2015-07-26
TAAAA,2015-08-01
TAAAA,2015-08-02
TAAAA,2015-08-08
TAAAA,2015-08-09
TAAAA,2015-08-15
TAAAA,2015-08-16
TAAAA,2015-08-22
TAAAA,2015-08-23
TAAAA,2015-08-29
TAAAA,2015-08-30
TAAAA,2015-09-05
TAAAA,2015-09-06
TAAAA,2015-09-12
TAAAA,2015-09-13
TAAAA,2015-09-19
TAAAA,2015-09-20
TAAAA,2015-09-26
TAAAA,2015-09-27
TAAAA,2015-09-28
TAAAA,2015-10-03
TAAAA,2015-10-04
TAAAA,2015-10-09
TAAAA,2015-10-10
TAAAA,2015-10-11
TAAAA,2015-10-17
TAAAA,2015-10-18
TAAAA,2015-10-24
TAAAA,2015-10-25
TAAAA,2015-10-31
TAAAA,2015-11-01
TAAAA,2015-11-07
TAAAA,2015-11-08
TAAAA,2015-11-14
TAAAA,2015-11-15
TAAAA,2015-11-21
